Date,Region_Name,Area_Code,Average_Price_SA
1999-11-01,England and Wales,K04000001,68258
1999-12-01,England,E92000001,70570
1999-12-01,Wales,W92000004,48719
1999-12-01,North West,E12000002,48052
1999-12-01,London,E12000007,137783
1999-12-01,West Midlands Region,E12000005,60973
1999-12-01,North East,E12000001,45519
1999-12-01,East of England,E12000006,82761
1999-12-01,East Midlands,E12000004,56042
1999-12-01,Yorkshire and The Humber,E12000003,47866
1999-12-01,South East,E12000008,103877
1999-12-01,South West,E12000009,78577
1999-12-01,England and Wales,K04000001,69210
2000-01-01,England,E92000001,71422
2000-01-01,Wales,W92000004,49027
2000-01-01,West Midlands Region,E12000005,61652
2000-01-01,London,E12000007,140005
2000-01-01,North West,E12000002,48085
2000-01-01,North East,E12000001,45691
2000-01-01,East of England,E12000006,83760
2000-01-01,East Midlands,E12000004,56345
2000-01-01,Yorkshire and The Humber,E12000003,48204
2000-01-01,South West,E12000009,79275
2000-01-01,South East,E12000008,105757
2000-01-01,England and Wales,K04000001,70030
2000-02-01,Wales,W92000004,49785
2000-02-01,England,E92000001,72541
2000-02-01,South West,E12000009,80975
2000-02-01,West Midlands Region,E12000005,62220
2000-02-01,London,E12000007,143946
2000-02-01,North East,E12000001,46678
2000-02-01,Yorkshire and The Humber,E12000003,48585
2000-02-01,North West,E12000002,48479
2000-02-01,South East,E12000008,107042
2000-02-01,East Midlands,E12000004,57138
2000-02-01,East of England,E12000006,84278
2000-02-01,England and Wales,K04000001,71081
2000-03-01,England,E92000001,73546
2000-03-01,Wales,W92000004,50120
2000-03-01,East Midlands,E12000004,57881
2000-03-01,West Midlands Region,E12000005,62446
2000-03-01,North West,E12000002,49426
2000-03-01,South East,E12000008,109936
2000-03-01,North East,E12000001,46679
2000-03-01,Yorkshire and The Humber,E12000003,48701
2000-03-01,East of England,E12000006,86419
2000-03-01,South West,E12000009,82038
2000-03-01,London,E12000007,145529
2000-03-01,England and Wales,K04000001,72033
2000-04-01,England,E92000001,75005
2000-04-01,Wales,W92000004,49974
2000-04-01,South West,E12000009,83767
2000-04-01,East Midlands,E12000004,58337
2000-04-01,London,E12000007,150824
2000-04-01,Yorkshire and The Humber,E12000003,49564
2000-04-01,South East,E12000008,113163
2000-04-01,West Midlands Region,E12000005,63997
2000-04-01,North East,E12000001,46711
2000-04-01,North West,E12000002,49505
2000-04-01,East of England,E12000006,88465
2000-04-01,England and Wales,K04000001,73403
2000-05-01,Wales,W92000004,50273
2000-05-01,England,E92000001,75342
2000-05-01,East of England,E12000006,89962
2000-05-01,Yorkshire and The Humber,E12000003,49567
2000-05-01,East Midlands,E12000004,58811
2000-05-01,North West,E12000002,49279
2000-05-01,North East,E12000001,46825
2000-05-01,London,E12000007,150238
2000-05-01,South West,E12000009,84768
2000-05-01,South East,E12000008,113956
2000-05-01,West Midlands Region,E12000005,64002
2000-05-01,England and Wales,K04000001,73731
2000-06-01,England,E92000001,75984
2000-06-01,Wales,W92000004,50021
2000-06-01,London,E12000007,153119
2000-06-01,South East,E12000008,115784
2000-06-01,North East,E12000001,46047
2000-06-01,Yorkshire and The Humber,E12000003,49983
2000-06-01,South West,E12000009,85774
2000-06-01,East Midlands,E12000004,59744
2000-06-01,North West,E12000002,49304
2000-06-01,East of England,E12000006,90564
2000-06-01,West Midlands Region,E12000005,64648
2000-06-01,England and Wales,K04000001,74309
2000-07-01,England,E92000001,76655
2000-07-01,Wales,W92000004,50626
2000-07-01,East Midlands,E12000004,60181
2000-07-01,West Midlands Region,E12000005,65218
2000-07-01,London,E12000007,154603
2000-07-01,East of England,E12000006,91766
2000-07-01,Yorkshire and The Humber,E12000003,50294
2000-07-01,South East,E12000008,116376
2000-07-01,South West,E12000009,86645
2000-07-01,North West,E12000002,49552
2000-07-01,North East,E12000001,46807
2000-07-01,England and Wales,K04000001,74979
2000-08-01,England,E92000001,77083
2000-08-01,Wales,W92000004,50626
2000-08-01,West Midlands Region,E12000005,65569
2000-08-01,East of England,E12000006,92579
2000-08-01,London,E12000007,155598
2000-08-01,South West,E12000009,87222
2000-08-01,East Midlands,E12000004,60450
2000-08-01,North East,E12000001,46828
2000-08-01,North West,E12000002,50102
2000-08-01,Yorkshire and The Humber,E12000003,50098
2000-08-01,South East,E12000008,117841
2000-08-01,England and Wales,K04000001,75379
2000-09-01,England,E92000001,77618
2000-09-01,Wales,W92000004,51492
2000-09-01,South West,E12000009,87790
2000-09-01,South East,E12000008,117835
2000-09-01,East of England,E12000006,93525
2000-09-01,North East,E12000001,46599
2000-09-01,East Midlands,E12000004,61842
2000-09-01,London,E12000007,156329
2000-09-01,Yorkshire and The Humber,E12000003,51107
2000-09-01,West Midlands Region,E12000005,66170
2000-09-01,North West,E12000002,50305
2000-09-01,England and Wales,K04000001,75935
2000-10-01,England,E92000001,77887
2000-10-01,Wales,W92000004,51588
2000-10-01,West Midlands Region,E12000005,66119
2000-10-01,North East,E12000001,46631
2000-10-01,North West,E12000002,50957
2000-10-01,Yorkshire and The Humber,E12000003,51462
2000-10-01,South East,E12000008,118306
2000-10-01,East Midlands,E12000004,61265
2000-10-01,East of England,E12000006,93158
2000-10-01,London,E12000007,155966
2000-10-01,South West,E12000009,88187
2000-10-01,England and Wales,K04000001,76196
2000-11-01,England,E92000001,78278
2000-11-01,Wales,W92000004,51688
2000-11-01,London,E12000007,158152
2000-11-01,North West,E12000002,51180
2000-11-01,North East,E12000001,46299
2000-11-01,South East,E12000008,118288
2000-11-01,East Midlands,E12000004,61706
2000-11-01,South West,E12000009,88567
2000-11-01,West Midlands Region,E12000005,67317
2000-11-01,Yorkshire and The Humber,E12000003,50746
2000-11-01,East of England,E12000006,93954
2000-11-01,England and Wales,K04000001,76628
2000-12-01,England,E92000001,79115
2000-12-01,Wales,W92000004,52182
2000-12-01,East of England,E12000006,95043
2000-12-01,East Midlands,E12000004,62667
2000-12-01,North East,E12000001,47411
2000-12-01,North West,E12000002,51721
2000-12-01,South East,E12000008,119616
2000-12-01,West Midlands Region,E12000005,67895
2000-12-01,Yorkshire and The Humber,E12000003,51664
2000-12-01,London,E12000007,158858
2000-12-01,South West,E12000009,88997
2000-12-01,England and Wales,K04000001,77406
2001-01-01,England,E92000001,80120
2001-01-01,Wales,W92000004,51355
2001-01-01,North East,E12000001,47923
2001-01-01,South West,E12000009,89676
2001-01-01,West Midlands Region,E12000005,68613
2001-01-01,South East,E12000008,120102
2001-01-01,East Midlands,E12000004,63718
2001-01-01,Yorkshire and The Humber,E12000003,52543
2001-01-01,North West,E12000002,52528
2001-01-01,London,E12000007,160512
2001-01-01,East of England,E12000006,96084
2001-01-01,England and Wales,K04000001,78310
2001-02-01,Wales,W92000004,52769
2001-02-01,England,E92000001,80812
2001-02-01,London,E12000007,162245
2001-02-01,South West,E12000009,91065
2001-02-01,South East,E12000008,121755
2001-02-01,West Midlands Region,E12000005,69256
2001-02-01,Yorkshire and The Humber,E12000003,51979
2001-02-01,East Midlands,E12000004,63961
2001-02-01,East of England,E12000006,96972
2001-02-01,North West,E12000002,52764
2001-02-01,North East,E12000001,48037
2001-02-01,England and Wales,K04000001,79012
2001-03-01,England,E92000001,81486
2001-03-01,Wales,W92000004,53832
2001-03-01,East of England,E12000006,98516
2001-03-01,East Midlands,E12000004,64413
2001-03-01,London,E12000007,163763
2001-03-01,North East,E12000001,47688
2001-03-01,North West,E12000002,52579
2001-03-01,South West,E12000009,92162
2001-03-01,South East,E12000008,123119
2001-03-01,West Midlands Region,E12000005,70241
2001-03-01,Yorkshire and The Humber,E12000003,52501
2001-03-01,England and Wales,K04000001,79698
2001-04-01,England,E92000001,82434
2001-04-01,Wales,W92000004,53230
2001-04-01,North East,E12000001,48876
2001-04-01,South West,E12000009,94413
2001-04-01,Yorkshire and The Humber,E12000003,53070
2001-04-01,South East,E12000008,125250
2001-04-01,West Midlands Region,E12000005,71413
2001-04-01,East Midlands,E12000004,65241
2001-04-01,London,E12000007,163953
2001-04-01,East of England,E12000006,98829
2001-04-01,North West,E12000002,53160
2001-04-01,England and Wales,K04000001,80560
2001-05-01,Wales,W92000004,54590
2001-05-01,England,E92000001,83203
2001-05-01,South East,E12000008,126028
2001-05-01,East of England,E12000006,100432
2001-05-01,London,E12000007,167626
2001-05-01,North East,E12000001,49281
2001-05-01,East Midlands,E12000004,66105
2001-05-01,North West,E12000002,53098
2001-05-01,South West,E12000009,94834
2001-05-01,West Midlands Region,E12000005,71879
2001-05-01,Yorkshire and The Humber,E12000003,53611
2001-05-01,England and Wales,K04000001,81363
2001-06-01,England,E92000001,84131
2001-06-01,Wales,W92000004,55025
2001-06-01,East Midlands,E12000004,67014
2001-06-01,Yorkshire and The Humber,E12000003,53891
2001-06-01,North East,E12000001,49199
2001-06-01,North West,E12000002,54667
2001-06-01,East of England,E12000006,101856
2001-06-01,West Midlands Region,E12000005,72087
2001-06-01,South East,E12000008,127893
2001-06-01,South West,E12000009,95672
2001-06-01,London,E12000007,169383
2001-06-01,England and Wales,K04000001,82225
2001-07-01,England,E92000001,84830
2001-07-01,Wales,W92000004,55484
2001-07-01,West Midlands Region,E12000005,72355
2001-07-01,North West,E12000002,54724
2001-07-01,London,E12000007,170379
2001-07-01,South West,E12000009,97317
2001-07-01,South East,E12000008,129526
2001-07-01,Yorkshire and The Humber,E12000003,54503
2001-07-01,North East,E12000001,49430
2001-07-01,East Midlands,E12000004,67171
2001-07-01,East of England,E12000006,102958
2001-07-01,England and Wales,K04000001,82941
2001-08-01,England,E92000001,86064
2001-08-01,Wales,W92000004,55797
2001-08-01,East Midlands,E12000004,68094
2001-08-01,Yorkshire and The Humber,E12000003,55317
2001-08-01,West Midlands Region,E12000005,73885
2001-08-01,London,E12000007,173859
2001-08-01,East of England,E12000006,105197
2001-08-01,North West,E12000002,55216
2001-08-01,South East,E12000008,130783
2001-08-01,North East,E12000001,51100
2001-08-01,South West,E12000009,98831
2001-08-01,England and Wales,K04000001,84103
2001-09-01,Wales,W92000004,56289
2001-09-01,England,E92000001,87055
2001-09-01,East Midlands,E12000004,69265
2001-09-01,London,E12000007,175117
2001-09-01,East of England,E12000006,106348
2001-09-01,South West,E12000009,100208
2001-09-01,South East,E12000008,132344
2001-09-01,Yorkshire and The Humber,E12000003,55929
2001-09-01,West Midlands Region,E12000005,74621
2001-09-01,North West,E12000002,56184
2001-09-01,North East,E12000001,50633
2001-09-01,England and Wales,K04000001,85084
2001-10-01,Wales,W92000004,56340
2001-10-01,England,E92000001,88031
2001-10-01,East of England,E12000006,107679
2001-10-01,London,E12000007,177910
2001-10-01,South West,E12000009,101521
2001-10-01,East Midlands,E12000004,70172
2001-10-01,North East,E12000001,50989
2001-10-01,West Midlands Region,E12000005,74896
2001-10-01,Yorkshire and The Humber,E12000003,56001
2001-10-01,North West,E12000002,56395
2001-10-01,South East,E12000008,134058
2001-10-01,England and Wales,K04000001,85983
2001-11-01,England,E92000001,89069
2001-11-01,Wales,W92000004,57350
2001-11-01,North West,E12000002,56753
2001-11-01,North East,E12000001,51639
2001-11-01,West Midlands Region,E12000005,76098
2001-11-01,South West,E12000009,102588
2001-11-01,South East,E12000008,135642
2001-11-01,Yorkshire and The Humber,E12000003,56749
2001-11-01,London,E12000007,179016
2001-11-01,East of England,E12000006,109196
2001-11-01,East Midlands,E12000004,71011
2001-11-01,England and Wales,K04000001,87088
2001-12-01,Wales,W92000004,57839
2001-12-01,England,E92000001,90142
2001-12-01,South West,E12000009,103910
2001-12-01,South East,E12000008,137250
2001-12-01,North West,E12000002,57477
2001-12-01,North East,E12000001,52562
2001-12-01,London,E12000007,180608
2001-12-01,East of England,E12000006,110449
2001-12-01,East Midlands,E12000004,72423
2001-12-01,Yorkshire and The Humber,E12000003,57685
2001-12-01,West Midlands Region,E12000005,76984
2001-12-01,England and Wales,K04000001,88070
2002-01-01,England,E92000001,91382
2002-01-01,Wales,W92000004,58207
2002-01-01,North West,E12000002,58097
2002-01-01,Yorkshire and The Humber,E12000003,58179
2002-01-01,North East,E12000001,52711
2002-01-01,East Midlands,E12000004,72953
2002-01-01,South East,E12000008,138656
2002-01-01,South West,E12000009,105800
2002-01-01,London,E12000007,182171
2002-01-01,West Midlands Region,E12000005,77852
2002-01-01,East of England,E12000006,111644
2002-01-01,England and Wales,K04000001,89290
2002-02-01,Wales,W92000004,58843
2002-02-01,England,E92000001,92727
2002-02-01,South East,E12000008,139539
2002-02-01,West Midlands Region,E12000005,78463
2002-02-01,East Midlands,E12000004,74500
2002-02-01,North East,E12000001,53952
2002-02-01,London,E12000007,184481
2002-02-01,East of England,E12000006,113672
2002-02-01,Yorkshire and The Humber,E12000003,59627
2002-02-01,South West,E12000009,107734
2002-02-01,North West,E12000002,58676
2002-02-01,England and Wales,K04000001,90560
2002-03-01,England,E92000001,94632
2002-03-01,Wales,W92000004,59577
2002-03-01,North East,E12000001,54540
2002-03-01,West Midlands Region,E12000005,80629
2002-03-01,North West,E12000002,60179
2002-03-01,East Midlands,E12000004,76176
2002-03-01,London,E12000007,187471
2002-03-01,South West,E12000009,110183
2002-03-01,East of England,E12000006,116226
2002-03-01,South East,E12000008,141973
2002-03-01,Yorkshire and The Humber,E12000003,60545
2002-03-01,England and Wales,K04000001,92356
2002-04-01,England,E92000001,95600
2002-04-01,Wales,W92000004,61140
2002-04-01,South West,E12000009,111426
2002-04-01,East of England,E12000006,118953
2002-04-01,East Midlands,E12000004,77301
2002-04-01,London,E12000007,191113
2002-04-01,Yorkshire and The Humber,E12000003,61219
2002-04-01,South East,E12000008,143640
2002-04-01,West Midlands Region,E12000005,81971
2002-04-01,North West,E12000002,59834
2002-04-01,North East,E12000001,54958
2002-04-01,England and Wales,K04000001,93352
2002-05-01,Wales,W92000004,62084
2002-05-01,England,E92000001,97994
2002-05-01,South East,E12000008,147081
2002-05-01,North West,E12000002,62022
2002-05-01,North East,E12000001,56595
2002-05-01,East Midlands,E12000004,79110
2002-05-01,London,E12000007,195030
2002-05-01,West Midlands Region,E12000005,83888
2002-05-01,East of England,E12000006,121557
2002-05-01,South West,E12000009,114390
2002-05-01,Yorkshire and The Humber,E12000003,62455
2002-05-01,England and Wales,K04000001,95694
2002-06-01,England,E92000001,99862
2002-06-01,Wales,W92000004,64971
2002-06-01,Yorkshire and The Humber,E12000003,64204
2002-06-01,East Midlands,E12000004,80918
2002-06-01,South East,E12000008,149463
2002-06-01,South West,E12000009,117317
2002-06-01,London,E12000007,198538
2002-06-01,North West,E12000002,63104
2002-06-01,West Midlands Region,E12000005,85999
2002-06-01,North East,E12000001,57397
2002-06-01,East of England,E12000006,123672
2002-06-01,England and Wales,K04000001,97561
2002-07-01,Wales,W92000004,64580
2002-07-01,England,E92000001,101992
2002-07-01,South West,E12000009,119987
2002-07-01,Yorkshire and The Humber,E12000003,65250
2002-07-01,London,E12000007,202299
2002-07-01,North West,E12000002,64392
2002-07-01,East of England,E12000006,126854
2002-07-01,South East,E12000008,153017
2002-07-01,East Midlands,E12000004,83737
2002-07-01,West Midlands Region,E12000005,87480
2002-07-01,North East,E12000001,58525
2002-07-01,England and Wales,K04000001,99574
2002-08-01,Wales,W92000004,66138
2002-08-01,England,E92000001,104154
2002-08-01,East Midlands,E12000004,85871
2002-08-01,North West,E12000002,65160
2002-08-01,East of England,E12000006,129608
2002-08-01,West Midlands Region,E12000005,89423
2002-08-01,South East,E12000008,156782
2002-08-01,South West,E12000009,123252
2002-08-01,London,E12000007,206479
2002-08-01,Yorkshire and The Humber,E12000003,66600
2002-08-01,North East,E12000001,59888
2002-08-01,England and Wales,K04000001,101677
2002-09-01,Wales,W92000004,66748
2002-09-01,England,E92000001,106023
2002-09-01,North East,E12000001,60751
2002-09-01,East of England,E12000006,131590
2002-09-01,South West,E12000009,125710
2002-09-01,North West,E12000002,65835
2002-09-01,London,E12000007,209651
2002-09-01,West Midlands Region,E12000005,91811
2002-09-01,Yorkshire and The Humber,E12000003,67967
2002-09-01,East Midlands,E12000004,87261
